A5A616	Unknown																								
O32583	nucleotide binding 	[GO:0000166]	 sulfur carrier activity 	[GO:0097163]																					
P00350	guanosine tetraphosphate binding 	[GO:0097216]	 identical protein binding 	[GO:0042802]	 NADP binding 	[GO:0050661]	 phosphogluconate dehydrogenase (decarboxylating) activity 	[GO:0004616]	 protein homodimerization activity 	[GO:0042803]															
P0A7A9	inorganic diphosphate phosphatase activity 	[GO:0004427]	 inorganic triphosphate phosphatase activity 	[GO:0050355]	 magnesium ion binding 	[GO:0000287]	 zinc ion binding 	[GO:0008270]																	
P0A7B1	ATP binding 	[GO:0005524]	 diphosphotransferase activity 	[GO:0016778]	 metal ion binding 	[GO:0046872]	" phosphotransferase activity, phosphate group as acceptor "	[GO:0016776]	 polyphosphate kinase activity 	[GO:0008976]	 polyphosphate:AMP phosphotransferase activity 	[GO:0043751]	 protein homodimerization activity 	[GO:0042803]											
P0A7B3	ATP binding 	[GO:0005524]	 metal ion binding 	[GO:0046872]	 NAD binding 	[GO:0051287]	 NAD+ kinase activity 	[GO:0003951]																	
P0A7B5	ATP binding 	[GO:0005524]	 glutamate 5-kinase activity 	[GO:0004349]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 proline binding 	[GO:1901973]	 protein homodimerization activity 	[GO:0042803]	 RNA binding 	[GO:0003723]											
P0A7B8	ATP binding 	[GO:0005524]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 protein domain specific binding 	[GO:0019904]	 threonine-type endopeptidase activity 	[GO:0004298]															
P0A7C2	DNA binding 	[GO:0003677]	 DNA-binding transcription repressor activity 	[GO:0001217]	 identical protein binding 	[GO:0042802]	 serine-type endopeptidase activity 	[GO:0004252]	 transcription cis-regulatory region binding 	[GO:0000976]															
P0A7D4	adenylosuccinate synthase activity 	[GO:0004019]	 GTP binding 	[GO:0005525]	 guanosine tetraphosphate binding 	[GO:0097216]	 magnesium ion binding 	[GO:0000287]																	
P0A7E1	dihydroorotate dehydrogenase (quinone) activity 	[GO:0106430]	 dihydroorotate dehydrogenase activity 	[GO:0004152]	 FMN binding 	[GO:0010181]																			
P0A7E3	magnesium ion binding 	[GO:0000287]	 orotate phosphoribosyltransferase activity 	[GO:0004588]	 protein homodimerization activity 	[GO:0042803]																			
P0A7E5	ATP binding 	[GO:0005524]	 CTP synthase activity 	[GO:0003883]	 glutaminase activity 	[GO:0004359]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]															
P0A7E9	ATP binding 	[GO:0005524]	 identical protein binding 	[GO:0042802]	 UMP kinase activity 	[GO:0033862]																			
P0A7F6	adenosylmethionine decarboxylase activity 	[GO:0004014]	 magnesium ion binding 	[GO:0000287]																					
P0A7F9	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity 	[GO:0051075]																							
P0A7G2	ribosomal small subunit binding 	[GO:0043024]																							
P0A7G6	ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	" ATP-dependent activity, acting on DNA "	[GO:0008094]	 ATP-dependent DNA damage sensor activity 	[GO:0140664]	 damaged DNA binding 	[GO:0003684]	 DNA-binding transcription factor binding 	[GO:0140297]	 single-stranded DNA binding 	[GO:0003697]											
P0A7I4	GDP binding 	[GO:0019003]	 GTP binding 	[GO:0005525]	 GTPase activity 	[GO:0003924]	 guanosine tetraphosphate binding 	[GO:0097216]	" translation release factor activity, codon nonspecific "	[GO:0016150]	" translation release factor activity, codon specific "	[GO:0016149]													
P0A7I7	GTP binding 	[GO:0005525]	 GTP cyclohydrolase II activity 	[GO:0003935]	 magnesium ion binding 	[GO:0000287]	 protein homodimerization activity 	[GO:0042803]	 zinc ion binding 	[GO:0008270]															
P0A7J0	"3,4-dihydroxy-2-butanone-4-phosphate synthase activity "	[GO:0008686]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 manganese ion binding 	[GO:0030145]	 protein homodimerization activity 	[GO:0042803]															
P0A7J3	large ribosomal subunit rRNA binding 	[GO:0070180]	 ribosome binding 	[GO:0043022]	 structural constituent of ribosome 	[GO:0003735]																			
P0A7J7	large ribosomal subunit rRNA binding 	[GO:0070180]	 rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]																			
P0A7K2	mRNA binding 	[GO:0003729]	 protein homodimerization activity 	[GO:0042803]	 ribosome binding 	[GO:0043022]	 structural constituent of ribosome 	[GO:0003735]																	
P0A7K6	large ribosomal subunit rRNA binding 	[GO:0070180]	 structural constituent of ribosome 	[GO:0003735]																					
P0A7L0	rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]	 tRNA binding 	[GO:0000049]																			
P0A7L3	large ribosomal subunit rRNA binding 	[GO:0070180]	 mRNA binding 	[GO:0003729]	 mRNA regulatory element binding translation repressor activity 	[GO:0000900]	 structural constituent of ribosome 	[GO:0003735]																	
P0A7L8	ribosome binding 	[GO:0043022]	 rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]	 tRNA binding 	[GO:0000049]																	
P0A7M2	rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]																					
P0A7M6	rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]																					
P0A7M9	rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]	 zinc ion binding 	[GO:0008270]																			
P0A7N4	structural constituent of ribosome 	[GO:0003735]																							
P0A7N9	structural constituent of ribosome 	[GO:0003735]	 tRNA binding 	[GO:0000049]																					
P0A7R1	large ribosomal subunit rRNA binding 	[GO:0070180]	 structural constituent of ribosome 	[GO:0003735]																					
P0A7R5	structural constituent of ribosome 	[GO:0003735]	" transcription antitermination factor activity, RNA binding "	[GO:0001072]	 tRNA binding 	[GO:0000049]																			
P0A7R9	small ribosomal subunit rRNA binding 	[GO:0070181]	 structural constituent of ribosome 	[GO:0003735]																					
P0A7S3	misfolded RNA binding 	[GO:0034336]	 rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]	 tRNA binding 	[GO:0000049]																	
P0A7S9	rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]	 tRNA binding 	[GO:0000049]																			
P0A7T3	DNA endonuclease activity 	[GO:0004520]	 four-way junction DNA binding 	[GO:0000400]	 structural constituent of ribosome 	[GO:0003735]																			
P0A7T7	mRNA 5'-UTR binding 	[GO:0048027]	 small ribosomal subunit rRNA binding 	[GO:0070181]	 structural constituent of ribosome 	[GO:0003735]																			
P0A7U3	rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]	 tRNA binding 	[GO:0000049]																			
P0A7U7	ornithine decarboxylase inhibitor activity 	[GO:0008073]	 small ribosomal subunit rRNA binding 	[GO:0070181]	 structural constituent of ribosome 	[GO:0003735]																			
P0A7V0	structural constituent of ribosome 	[GO:0003735]	 zinc ion binding 	[GO:0008270]																					
P0A7V3	mRNA binding 	[GO:0003729]	 rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]																			
P0A7V8	mRNA 5'-UTR binding 	[GO:0048027]	 mRNA regulatory element binding translation repressor activity 	[GO:0000900]	 rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]																	
P0A7W1	rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]																					
P0A7W7	rRNA binding 	[GO:0019843]	 structural constituent of ribosome 	[GO:0003735]																					
P0A7X3	RNA binding 	[GO:0003723]	 structural constituent of ribosome 	[GO:0003735]	 tRNA binding 	[GO:0000049]																			
P0A7X6	ribosome binding 	[GO:0043022]	 rRNA binding 	[GO:0019843]																					
P0A7Y0	ATP binding 	[GO:0005524]	 double-stranded RNA binding 	[GO:0003725]	 enzyme binding 	[GO:0019899]	 magnesium ion binding 	[GO:0000287]	 protein homodimerization activity 	[GO:0042803]	 ribonuclease III activity 	[GO:0004525]	 rRNA binding 	[GO:0019843]											
P0A7Y4	endonuclease activity 	[GO:0004519]	 magnesium ion binding 	[GO:0000287]	 nucleic acid binding 	[GO:0003676]	 RNA-DNA hybrid ribonuclease activity 	[GO:0004523]																	
P0A7Z0	identical protein binding 	[GO:0042802]	 protein homodimerization activity 	[GO:0042803]	 ribose-5-phosphate isomerase activity 	[GO:0004751]																			
P0A7Z4	DNA binding 	[GO:0003677]	 DNA-directed 5'-3' RNA polymerase activity 	[GO:0003899]	 protein dimerization activity 	[GO:0046983]																			
P0A800	DNA binding 	[GO:0003677]	 DNA-directed 5'-3' RNA polymerase activity 	[GO:0003899]																					
P0A809	ATP binding 	[GO:0005524]	 four-way junction DNA binding 	[GO:0000400]	 four-way junction helicase activity 	[GO:0009378]	 identical protein binding 	[GO:0042802]																	
P0A812	ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 DNA helicase activity 	[GO:0003678]	 four-way junction DNA binding 	[GO:0000400]	 four-way junction helicase activity 	[GO:0009378]															
P0A814	crossover junction DNA endonuclease activity 	[GO:0008821]	 DNA binding 	[GO:0003677]	 magnesium ion binding 	[GO:0000287]																			
P0A817	ATP binding 	[GO:0005524]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 methionine adenosyltransferase activity 	[GO:0004478]	 potassium ion binding 	[GO:0030955]															
P0A821	identical protein binding 	[GO:0042802]	 L-seryl-tRNA(Sec) selenium transferase activity 	[GO:0004125]	 pyridoxal phosphate binding 	[GO:0030170]																			
P0A825	glycine hydroxymethyltransferase activity 	[GO:0004372]	 identical protein binding 	[GO:0042802]	 L-allo-threonine aldolase activity 	[GO:0008732]	 protein homodimerization activity 	[GO:0042803]	 pyridoxal phosphate binding 	[GO:0030170]	 serine binding 	[GO:0070905]	 zinc ion binding 	[GO:0008270]											
P0A830	fumarate transmembrane transporter activity 	[GO:0015138]	 L-aspartate transmembrane transporter activity 	[GO:0015183]	 malate:proton symporter activity 	[GO:0015366]	 succinate transmembrane transporter activity 	[GO:0015141]																	
P0A832	RNA binding 	[GO:0003723]																							
P0A836	ATP binding 	[GO:0005524]	 magnesium ion binding 	[GO:0000287]	 succinate-CoA ligase (ADP-forming) activity 	[GO:0004775]	 succinate-CoA ligase (GDP-forming) activity 	[GO:0004776]																	
P0A840	3'-nucleotidase activity 	[GO:0008254]	 5'-nucleotidase activity 	[GO:0008253]	 exopolyphosphatase activity 	[GO:0004309]	 GMP 5'-nucleotidase activity 	[GO:0050484]	 manganese ion binding 	[GO:0030145]	 nucleotide binding 	[GO:0000166]	 XMP 5'-nucleosidase activity 	[GO:0106411]											
P0A847	tRNA-guanosine(34) queuine transglycosylase activity 	[GO:0008479]	 zinc ion binding 	[GO:0008270]																					
P0A850	identical protein binding 	[GO:0042802]	 peptidyl-prolyl cis-trans isomerase activity 	[GO:0003755]	 protein folding chaperone 	[GO:0044183]	 ribosome binding 	[GO:0043022]																	
P0A853	identical protein binding 	[GO:0042802]	 L-cysteine desulfhydrase activity 	[GO:0080146]	 potassium ion binding 	[GO:0030955]	 pyridoxal phosphate binding 	[GO:0030170]	 tryptophanase activity 	[GO:0009034]															
P0A855	protein domain specific binding 	[GO:0019904]	 protein-containing complex binding 	[GO:0044877]																					
P0A858	identical protein binding 	[GO:0042802]	 triose-phosphate isomerase activity 	[GO:0004807]																					
P0A862	hydroperoxide reductase activity 	[GO:0032843]	 thioredoxin peroxidase activity 	[GO:0008379]																					
P0A870	transaldolase activity 	[GO:0004801]	 transketolase or transaldolase activity 	[GO:0016744]																					
P0A873	identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 protein homodimerization activity 	[GO:0042803]	 tRNA (guanine(37)-N(1))-methyltransferase activity 	[GO:0052906]	 tRNA (guanine-N1-)-methyltransferase activity 	[GO:0009019]															
P0A879	identical protein binding 	[GO:0042802]	 protein homodimerization activity 	[GO:0042803]	 pyridoxal phosphate binding 	[GO:0030170]	 tryptophan synthase activity 	[GO:0004834]																	
P0A884	magnesium ion binding 	[GO:0000287]	 protein homodimerization activity 	[GO:0042803]	 RNA binding 	[GO:0003723]	 thymidylate synthase activity 	[GO:0004799]																	
P0A887	"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity "	[GO:0043333]	 demethylmenaquinone methyltransferase activity 	[GO:0043770]	 methyltransferase activity 	[GO:0008168]	 quinone cofactor methyltransferase activity 	[GO:0030580]	 S-adenosylmethionine:2-demethylmenaquinol methyltransferase activity 	[GO:0102094]	 S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity 	[GO:0102955]	 S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity 	[GO:0102027]											
P0A890	sulfur carrier activity 	[GO:0097163]																							
P0A894	ATP binding 	[GO:0005524]	 carbohydrate derivative binding 	[GO:0097367]	 GTP binding 	[GO:0005525]	 identical protein binding 	[GO:0042802]	 molecular adaptor activity 	[GO:0060090]	 RNA binding 	[GO:0003723]													
P0A898	metalloendopeptidase activity 	[GO:0004222]	 nickel cation binding 	[GO:0016151]	" RNA endonuclease activity, producing 3'-phosphomonoesters "	[GO:0016892]	 zinc ion binding 	[GO:0008270]																	
P0A8D6	endoribonuclease inhibitor activity 	[GO:0060698]	 enzyme binding 	[GO:0019899]	 O-acetyl-ADP-ribose deacetylase activity 	[GO:0061463]	 purine nucleoside binding 	[GO:0001883]																	
P0A8F0	GTP binding 	[GO:0005525]	 guanosine tetraphosphate binding 	[GO:0097216]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 uracil phosphoribosyltransferase activity 	[GO:0004845]															
P0A8F8	ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 DNA binding 	[GO:0003677]	 excinuclease ABC activity 	[GO:0009381]	 identical protein binding 	[GO:0042802]															
P0A8G0	DNA binding 	[GO:0003677]	 excinuclease ABC activity 	[GO:0009381]																					
P0A8G6	flavin adenine dinucleotide binding 	[GO:0050660]	 FMN binding 	[GO:0010181]	 identical protein binding 	[GO:0042802]	 NAD binding 	[GO:0051287]	 NAD(P)H dehydrogenase (quinone) activity 	[GO:0003955]	 NADH dehydrogenase (quinone) activity 	[GO:0050136]	 NADP binding 	[GO:0050661]	 NADPH dehydrogenase (quinone) activity 	[GO:0008753]									
P0A8G9	exodeoxyribonuclease VII activity 	[GO:0008855]																							
P0A8H3	ferrous iron transmembrane transporter activity 	[GO:0015093]	 metal ion binding 	[GO:0046872]	 zinc ion transmembrane transporter activity 	[GO:0005385]																			
P0A8H6	GTPase activator activity 	[GO:0005096]																							
P0A8I1	3'-5'-DNA exonuclease activity 	[GO:0008296]																							
P0A8I5	tRNA (guanine-N7-)-methyltransferase activity 	[GO:0008176]																							
P0A8I8	protein homodimerization activity 	[GO:0042803]	 ribosome binding 	[GO:0043022]	 rRNA (pseudouridine-N3-)-methyltransferase activity 	[GO:0070038]																			
P0A8J2	identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 single-stranded DNA binding 	[GO:0003697]																			
P0A8J8	ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 disordered domain specific binding 	[GO:0097718]	 protein homodimerization activity 	[GO:0042803]	 RNA binding 	[GO:0003723]	 RNA helicase activity 	[GO:0003724]													
P0A8K1	phosphatidylserine decarboxylase activity 	[GO:0004609]	 protein homodimerization activity 	[GO:0042803]																					
P0A8L1	ATP binding 	[GO:0005524]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 serine-tRNA ligase activity 	[GO:0004828]																	
P0A8M0	asparagine-tRNA ligase activity 	[GO:0004816]	 ATP binding 	[GO:0005524]	 nucleic acid binding 	[GO:0003676]	 protein homodimerization activity 	[GO:0042803]																	
P0A8M3	aminoacyl-tRNA editing activity 	[GO:0002161]	 aminoacyl-tRNA ligase activity 	[GO:0004812]	 ATP binding 	[GO:0005524]	 mRNA 5'-UTR binding 	[GO:0048027]	 mRNA regulatory element binding translation repressor activity 	[GO:0000900]	 protein homodimerization activity 	[GO:0042803]	 RNA binding 	[GO:0003723]	 threonine-tRNA ligase activity 	[GO:0004829]	 tRNA binding 	[GO:0000049]	 zinc ion binding 	[GO:0008270]					
P0A8N0	phospholipid binding 	[GO:0005543]	 protein homodimerization activity 	[GO:0042803]	 sequence-specific DNA binding 	[GO:0043565]																			
P0A8N3	ATP binding 	[GO:0005524]	 ligase activity 	[GO:0016874]	 lysine-tRNA ligase activity 	[GO:0004824]	 magnesium ion binding 	[GO:0000287]	 protein homodimerization activity 	[GO:0042803]	 tRNA binding 	[GO:0000049]													
P0A8N5	ATP binding 	[GO:0005524]	 ligase activity 	[GO:0016874]	 lysine-tRNA ligase activity 	[GO:0004824]	 magnesium ion binding 	[GO:0000287]	 protein homodimerization activity 	[GO:0042803]	 tRNA binding 	[GO:0000049]													
P0A8N7	acid-ammonia (or amide) ligase activity 	[GO:0016880]	 ATP binding 	[GO:0005524]	 lysine-tRNA ligase activity 	[GO:0004824]	 protein homodimerization activity 	[GO:0042803]	 protein-lysine lysyltransferase activity 	[GO:0052868]	 tRNA binding 	[GO:0000049]													
P0A8P6	DNA binding 	[GO:0003677]	 site-specific recombinase activity 	[GO:0009009]	 tyrosine-based site-specific recombinase activity 	[GO:0009037]																			
P0A8P8	DNA binding 	[GO:0003677]	 site-specific recombinase activity 	[GO:0009009]	 tyrosine-based site-specific recombinase activity 	[GO:0009037]																			
P0A8Q0	fumarate reductase (menaquinone) 	[GO:0102040]	 succinate dehydrogenase activity 	[GO:0000104]																					
P0A8Q3	fumarate reductase (menaquinone) 	[GO:0102040]	 succinate dehydrogenase activity 	[GO:0000104]																					
P0A8R0	endoribonuclease inhibitor activity 	[GO:0060698]	 enzyme binding 	[GO:0019899]	 identical protein binding 	[GO:0042802]	 ribonuclease inhibitor activity 	[GO:0008428]																	
P0A8S1	bent DNA binding 	[GO:0003681]	 DNA-binding transcription factor activity 	[GO:0003700]	 sequence-specific DNA binding 	[GO:0043565]																			
P0A8S9	DNA binding 	[GO:0003677]																							
P0A8T7	DNA binding 	[GO:0003677]	 DNA-directed 5'-3' RNA polymerase activity 	[GO:0003899]	 magnesium ion binding 	[GO:0000287]	 zinc ion binding 	[GO:0008270]																	
P0A8V0	3'-tRNA processing endoribonuclease activity 	[GO:0042781]	 metal ion binding 	[GO:0046872]	 nuclease activity 	[GO:0004518]	 protein homodimerization activity 	[GO:0042803]	" RNA endonuclease activity, producing 5'-phosphomonoesters "	[GO:0016891]	 RNA exonuclease activity 	[GO:0004532]	" RNA exonuclease activity, producing 5'-phosphomonoesters "	[GO:0016896]	 zinc ion binding 	[GO:0008270]									
P0A8V2	DNA binding 	[GO:0003677]	 DNA-directed 5'-3' RNA polymerase activity 	[GO:0003899]	 ribonucleoside binding 	[GO:0032549]																			
P0A8V6	DNA binding 	[GO:0003677]	 DNA-binding transcription factor activity 	[GO:0003700]	 fatty-acyl-CoA binding 	[GO:0000062]	 protein homodimerization activity 	[GO:0042803]																	
P0A8W0	core promoter sequence-specific DNA binding 	[GO:0001046]	 DNA binding 	[GO:0003677]	 DNA-binding transcription repressor activity 	[GO:0001217]	 protein homodimerization activity 	[GO:0042803]																	
P0A8Y1	5'-nucleotidase activity 	[GO:0008253]	 manganese ion binding 	[GO:0030145]	 nucleotide binding 	[GO:0000166]	 phosphatase activity 	[GO:0016791]	 thymidylate 5'-phosphatase activity 	[GO:0050340]	 XMP 5'-nucleosidase activity 	[GO:0106411]													
P0A8Y3	glucose-1-phosphatase activity 	[GO:0008877]	 magnesium ion binding 	[GO:0000287]	 manganese ion binding 	[GO:0030145]																			
P0A8Y5	magnesium ion binding 	[GO:0000287]	 phosphatase activity 	[GO:0016791]	 sugar-phosphatase activity 	[GO:0050308]																			
P0A8Y8	"1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity "	[GO:0061522]	 CoA hydrolase activity 	[GO:0016289]	" hydrolase activity, acting on ester bonds "	[GO:0016788]	 identical protein binding 	[GO:0042802]	 thiolester hydrolase activity 	[GO:0016790]															
P0A903	identical protein binding 	[GO:0042802]																							
P0A910	identical protein binding 	[GO:0042802]	 monoatomic ion transmembrane transporter activity 	[GO:0015075]	 porin activity 	[GO:0015288]																			
P0A912	Unknown																								
P0A921	1-acyl-2-lysophosphatidylserine acylhydrolase activity 	[GO:0052740]	 calcium ion binding 	[GO:0005509]	 lysophospholipase activity 	[GO:0004622]	 phosphatidylserine 1-acylhydrolase activity 	[GO:0052739]	 phospholipase A1 activity 	[GO:0008970]	 phospholipase A2 activity 	[GO:0004623]	 phospholipase activity 	[GO:0004620]	 protein homodimerization activity 	[GO:0042803]									
P0A924	diacylglycerol diphosphate phosphatase activity 	[GO:0000810]	 phosphatidate phosphatase activity 	[GO:0008195]	 phosphatidylglycerophosphatase activity 	[GO:0008962]	 undecaprenyl-diphosphatase activity 	[GO:0050380]																	
P0A935	"hydrolase activity, hydrolyzing O-glycosyl compounds "	[GO:0004553]	 lytic transglycosylase activity 	[GO:0008933]																					
P0A937	identical protein binding 	[GO:0042802]	 protein-macromolecule adaptor activity 	[GO:0030674]																					
P0A940	Unknown																								
P0A944	N-acetyltransferase activity 	[GO:0008080]	 peptide-alanine-alpha-N-acetyltransferase activity 	[GO:0008999]	 peptide-lysine-N-acetyltransferase activity 	[GO:0061733]																			
P0A948	N-acetyltransferase activity 	[GO:0008080]	 peptide-alanine-alpha-N-acetyltransferase activity 	[GO:0008999]	 peptide-serine-alpha-N-acetyltransferase activity 	[GO:1990189]																			
P0A951	diamine N-acetyltransferase activity 	[GO:0004145]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]																			
P0A953	3-oxoacyl-	acyl-carrier-protein] synthase activity 	GO:0004315]																						
P0A955	(4S)-4-hydroxy-2-oxoglutarate aldolase activity 	[GO:0106009]	 2-dehydro-3-deoxy-phosphogluconate aldolase activity 	[GO:0008675]	 4-hydroxy-2-oxoglutarate aldolase activity 	[GO:0008700]	 identical protein binding 	[GO:0042802]	 oxaloacetate decarboxylase activity 	[GO:0008948]	 oxo-acid-lyase activity 	[GO:0016833]													
P0A959	L-alanine:2-oxoglutarate aminotransferase activity 	[GO:0004021]	 protein homodimerization activity 	[GO:0042803]	 pyridoxal phosphate binding 	[GO:0030170]	 transaminase activity 	[GO:0008483]																	
P0A962	asparaginase activity 	[GO:0004067]	 identical protein binding 	[GO:0042802]																					
P0A964	protein domain specific binding 	[GO:0019904]																							
P0A968	nucleic acid binding 	[GO:0003676]	 protein homodimerization activity 	[GO:0042803]	 RNA binding 	[GO:0003723]	 single-stranded DNA binding 	[GO:0003697]	 toxin activity 	[GO:0090729]															
P0A972	nucleic acid binding 	[GO:0003676]	 poly(A) binding 	[GO:0008143]	 protein homodimerization activity 	[GO:0042803]	 RNA binding 	[GO:0003723]	 single-stranded DNA binding 	[GO:0003697]	" transcription antitermination factor activity, RNA binding "	[GO:0001072]													
P0A988	3'-5' exonuclease activity 	[GO:0008408]	 DNA binding 	[GO:0003677]	 DNA-directed DNA polymerase activity 	[GO:0003887]	 identical protein binding 	[GO:0042802]	 protein homodimerization activity 	[GO:0042803]															
P0A991	fructose-bisphosphate aldolase activity 	[GO:0004332]	 identical protein binding 	[GO:0042802]																					
P0A993	"fructose 1,6-bisphosphate 1-phosphatase activity "	[GO:0042132]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 nucleotide binding 	[GO:0000166]																	
P0A998	ferric iron binding 	[GO:0008199]	 ferrous iron binding 	[GO:0008198]	 ferroxidase activity 	[GO:0004322]	 identical protein binding 	[GO:0042802]																	
P0A9A6	GTP binding 	[GO:0005525]	 GTPase activity 	[GO:0003924]	 identical protein binding 	[GO:0042802]																			
P0A9A9	DNA-binding transcription activator activity 	[GO:0001216]	 DNA-binding transcription factor activity 	[GO:0003700]	 DNA-binding transcription repressor activity 	[GO:0001217]	 sequence-specific DNA binding 	[GO:0043565]	 transcription cis-regulatory region binding 	[GO:0000976]	 zinc ion binding 	[GO:0008270]													
P0A9B2	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity 	[GO:0004365]	 identical protein binding 	[GO:0042802]	 NAD binding 	[GO:0051287]	 NADP binding 	[GO:0050661]																	
P0A9B6	erythrose-4-phosphate dehydrogenase activity 	[GO:0048001]	 glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity 	[GO:0004365]	 NAD binding 	[GO:0051287]																			
P0A9C0	flavin adenine dinucleotide binding 	[GO:0050660]	 FMN binding 	[GO:0010181]	 glycerol-3-phosphate dehydrogenase (quinone) activity 	[GO:0004368]	 sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity 	[GO:0052591]																	
P0A9C5	ATP binding 	[GO:0005524]	 glutamine synthetase activity 	[GO:0004356]	 identical protein binding 	[GO:0042802]	 metal ion binding 	[GO:0046872]																	
P0A9C9	"fructose 1,6-bisphosphate 1-phosphatase activity "	[GO:0042132]	 manganese ion binding 	[GO:0030145]	 protein homodimerization activity 	[GO:0042803]																			
P0A9D2	glutathione transferase activity 	[GO:0004364]	 protein homodimerization activity 	[GO:0042803]																					
P0A9D8	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity "	[GO:0008666]	 nucleotidyltransferase activity 	[GO:0016779]																					
P0A9E0	DNA-binding transcription repressor activity 	[GO:0001217]	 identical protein binding 	[GO:0042802]	 transcription cis-regulatory region binding 	[GO:0000976]																			
P0A9E5	"4 iron, 4 sulfur cluster binding "	[GO:0051539]	 DNA binding 	[GO:0003677]	 DNA-binding transcription activator activity 	[GO:0001216]	 DNA-binding transcription factor activity 	[GO:0003700]	 iron-sulfur cluster binding 	[GO:0051536]	 metal ion binding 	[GO:0046872]	 transcription cis-regulatory region binding 	[GO:0000976]											
P0A9G4	cis-regulatory region sequence-specific DNA binding 	[GO:0000987]	 copper ion binding 	[GO:0005507]	 DNA-binding transcription activator activity 	[GO:0001216]	 DNA-binding transcription factor activity 	[GO:0003700]	 identical protein binding 	[GO:0042802]	 transcription cis-regulatory region binding 	[GO:0000976]													
P0A9G6	cation binding 	[GO:0043169]	 isocitrate lyase activity 	[GO:0004451]	 metal ion binding 	[GO:0046872]																			
P0A9G8	cis-regulatory region sequence-specific DNA binding 	[GO:0000987]	 DNA-binding transcription factor activity 	[GO:0003700]	 molybdenum ion binding 	[GO:0030151]																			
P0A9H3	guanosine tetraphosphate binding 	[GO:0097216]	 identical protein binding 	[GO:0042802]	 lysine decarboxylase activity 	[GO:0008923]																			
P0A9H7	bicarbonate binding 	[GO:0071890]	 cyclopropane-fatty-acyl-phospholipid synthase activity 	[GO:0008825]	 protein homodimerization activity 	[GO:0042803]																			
P0A9H9	identical protein binding 	[GO:0042802]	 phosphoprotein phosphatase activity 	[GO:0004721]																					
P0A9J0	endonuclease activity 	[GO:0004519]	 metal ion binding 	[GO:0046872]	 protein homodimerization activity 	[GO:0042803]	 ribonuclease G activity 	[GO:0008996]	 RNA nuclease activity 	[GO:0004540]	 rRNA binding 	[GO:0019843]	 tRNA binding 	[GO:0000049]											
P0A9J4	2-dehydropantoate 2-reductase activity 	[GO:0008677]	 NADP binding 	[GO:0050661]																					
P0A9J6	ATP binding 	[GO:0005524]	 metal ion binding 	[GO:0046872]	 protein homodimerization activity 	[GO:0042803]	 ribokinase activity 	[GO:0004747]																	
P0A9J8	chorismate mutase activity 	[GO:0004106]	 prephenate dehydratase activity 	[GO:0004664]	 protein homodimerization activity 	[GO:0042803]																			
P0A9K7	magnesium ion binding 	[GO:0000287]	 manganese ion binding 	[GO:0030145]	 protein homodimerization activity 	[GO:0042803]																			
